,GalaxyName,RA_hr,RA_min,RA_sec,Dec_hr,Dec_arcmin,Dec_arcsec,EB-V,m-M,m-M_err_pos,m-M_err_neg,vh(km/s),Vmag,Vmag_err_pos,Vmag_err_neg,PA,e=1-b/a,muVo,rh('),rh_err_pos,rh_err_neg,vsig_s,vsig_err_pos,vsig_err_neg,vrot_s,vrot_s_err_pos,vrot_s_err_neg,MHI,Data,Key,vsig_g,vsig_g_err_pos,vsig_g_err_neg,vrot_g,note,M-m,Notes,ra,dec,dist_pc,dist_kpc,dist_mpc,MHI_computed,MHI_source,MHI_type,1sigma,rh_subtable,MHI_method,npix,GUU,GRU,HUU,GNV,HNV,LIT,HRU
107,HIZSS3(A),7.0,0.0,29.3,-4.0,12.0,30.0,1.013,26.12,0.14,0.14,288.0,99.9,9.9,9.9,999.9,9.99,99.9,99.99,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,14.0,x,u,99.9,99.9,99.9,42.0,,26.12,,,,1674942.876026438,1674.9428760264382,1.674942876026438,14000000.0,literature,detected_mass,,,literature,,,,,,,14000000.0,
108,HIZSS3B,7.0,0.0,29.3,-4.0,12.0,30.0,1.013,26.12,0.14,0.14,322.6,99.9,9.9,9.9,999.9,9.99,99.9,99.99,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,2.6,x,u,99.9,99.9,99.9,99.9,,26.12,,,,1674942.876026438,1674.9428760264382,1.674942876026438,2600000.0,literature,detected_mass,,,literature,,,,,,,2600000.0,
109,LeoP,10.0,21.0,45.1,18.0,5.0,17.0,0.10800000000000001,26.05,0.2,0.2,264.0,16.9,0.1,0.1,999.9,9.99,99.9,99.99,9.99,9.99,99.9,9.9,9.9,99.9,99.9,99.9,0.94,x,u,99.9,99.9,99.9,9.0,,26.05,(not in dr2),,,1621810.0973589297,1621.8100973589296,1.6218100973589298,940000.0,literature,detected_mass,,,literature,,,,,,,940000.0,
110,ESO410-G005,0.0,15.0,31.6,-32.0,10.0,48.0,0.013999999999999999,26.42,0.04,0.04,999.9,14.9,0.3,0.3,57.0,0.37,22.2,0.5,0.05,0.05,99.9,99.9,99.9,99.9,99.9,99.9,0.73,x,u,14.2,0.6,0.6,99.9,,26.42,,,,1923091.7289101616,1923.0917289101617,1.9230917289101617,730000.0,literature,detected_mass,,,literature,,,,,,,730000.0,
111,KKR25,16.0,13.0,48.0,54.0,22.0,16.0,0.009000000000000001,26.42,0.07,0.07,-65.0,15.5,0.2,0.2,999.9,0.49,24.0,0.47,0.03,0.03,99.9,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,99.9,,26.42,,,,1923091.7289101616,1923.0917289101617,1.9230917289101617,605836.340434887,hi4pi,upper_limit,0.0231378,0.47,hi4pi_unresolved_undetected,,,,605836.340434887,,,,
113,ESO294-G010,0.0,26.0,33.4,-41.0,51.0,19.0,0.006,26.54,0.04,0.04,117.0,15.3,0.3,0.3,8.0,0.51,22.3,0.42,0.04,0.04,99.9,99.9,99.9,99.9,99.9,99.9,0.34,x,u,9.7,0.9,0.9,99.9,161),26.54,,,,2032357.0109362209,2032.3570109362208,2.032357010936221,340000.0,literature,detected_mass,,,literature,,,,,,,340000.0,
115,IC5152,22.0,2.0,41.5,-51.0,17.0,47.0,0.025,26.45,0.05,0.05,122.0,10.9,9.9,9.9,100.0,0.38,20.1,0.97,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,87.0,x,u,99.9,99.9,99.9,99.9,,26.45,,,,1949844.5997580455,1949.8445997580454,1.9498445997580456,87000000.0,literature,detected_mass,,,literature,,,,,,,87000000.0,
116,KKH98,23.0,45.0,34.0,38.0,43.0,4.0,0.12300000000000001,27.01,0.09,0.09,-136.9,15.2,0.3,0.3,175.0,0.41,22.8,0.64,0.06,0.06,99.9,99.9,99.9,99.9,99.9,99.9,6.6,x,u,99.9,99.9,99.9,99.9,90),27.01,,,,2523480.7724805754,2523.4807724805755,2.5234807724805752,6600000.0,literature,detected_mass,,,literature,,,,,,,6600000.0,
117,UKS2323-326,23.0,26.0,27.5,-32.0,23.0,20.0,0.015,26.72,0.09,0.09,62.0,13.5,0.2,0.2,120.0,0.1,22.9,0.9,0.1,0.1,99.9,99.9,99.9,99.9,99.9,99.9,17.0,x,u,99.9,99.9,99.9,99.9,166)(117),26.72,,,,2208004.7330188965,2208.0047330188963,2.2080047330188965,17000000.0,literature,detected_mass,,,literature,,,,,,,17000000.0,
118,KK258,22.0,40.0,43.9,-30.0,47.0,59.0,0.011000000000000001,26.85,0.07,0.07,92.0,16.3,9.9,9.9,999.9,0.5,26.0,9.99,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,26.85,,,,2344228.8153199228,2344.228815319923,2.344228815319923,869026.1108125001,hi4pi,upper_limit,0.0223357,9.99,hi4pi_unresolved_undetected,,,,869026.1108125001,,,,
119,KKR3,14.0,7.0,10.5,35.0,3.0,37.0,0.013999999999999999,26.7,0.12,0.12,63.3,17.2,0.3,0.3,0.0,0.05,23.8,0.36,0.04,0.04,99.9,99.9,99.9,99.9,99.9,99.9,2.5,x,u,7.5,0.5,0.5,0.0,,26.7,,,,2187761.623949552,2187.761623949552,2.187761623949552,2500000.0,literature,detected_mass,,,literature,,,,,,,2500000.0,
120,KKs3,2.0,24.0,44.4,-73.0,30.0,51.0,0.045,26.63,0.07,0.07,316.0,14.5,0.1,0.1,999.9,0.6,24.9,0.57,0.06,0.06,99.9,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,26.63,,,,2118361.1352485004,2118.3611352485004,2.1183611352485006,581479.1964775379,hi4pi,upper_limit,0.018302099999999998,0.57,hi4pi_unresolved_undetected,,,,581479.1964775379,,,,
121,GR8,12.0,58.0,40.4,14.0,13.0,3.0,0.026000000000000002,26.69,0.12,0.12,213.9,14.5,0.2,0.2,61.0,0.2,22.6,0.32,0.04,0.04,99.9,99.9,99.9,99.9,99.9,99.9,11.0,x,u,7.0,0.2,0.2,0.0,,26.69,,,,2177709.7723531593,2177.709772353159,2.1777097723531593,11000000.0,literature,detected_mass,,,literature,,,,,,,11000000.0,
122,UGC9128,14.0,15.0,56.5,23.0,3.0,19.0,0.023,26.8,0.04,0.04,152.0,14.4,0.3,0.3,46.0,0.4,22.6,0.64,0.07,0.07,99.9,99.9,99.9,99.9,99.9,99.9,18.0,x,u,15.0,99.9,99.9,56.0,,26.8,,,,2290867.6527677746,2290.867652767775,2.2908676527677745,18000000.0,literature,detected_mass,,,literature,,,,,,,18000000.0,
123,UGC8508,13.0,30.0,44.4,54.0,54.0,36.0,0.015,27.06,0.03,0.03,56.0,13.7,0.1,0.1,120.0,0.45,21.5,0.42,0.04,0.04,99.9,99.9,99.9,99.9,99.9,99.9,29.0,x,u,99.9,99.9,99.9,31.2,90)(168),27.06,,,,2582260.1906345957,2582.260190634596,2.582260190634596,29000000.0,literature,detected_mass,,,literature,,,,,,,29000000.0,
124,IC3104,12.0,18.0,46.0,-79.0,43.0,34.0,0.41,26.78,0.18,0.18,429.0,12.8,9.9,9.9,45.0,0.52,23.3,2.01,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,13.0,x,u,99.9,99.9,99.9,999.9,,26.78,,,,2269864.851883821,2269.8648518838213,2.2698648518838214,13000000.0,literature,detected_mass,,,literature,,,,,,,13000000.0,
125,DDO125,12.0,27.0,40.9,43.0,29.0,44.0,0.02,27.06,0.05,0.05,194.9,12.7,0.3,0.3,112.0,0.41,22.1,1.04,0.1,0.1,99.9,99.9,99.9,99.9,99.9,99.9,35.0,x,u,7.3,1.5,1.5,11.2,169)(170),27.06,,,,2582260.1906345957,2582.260190634596,2.582260190634596,35000000.0,literature,detected_mass,,,literature,,,,,,,35000000.0,
126,UGCA86,3.0,59.0,48.3,67.0,8.0,19.0,0.938,27.36,0.17,0.17,67.0,14.2,9.9,9.9,25.0,0.32,22.8,0.94,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,860.0,x,u,8.8,1.0,1.0,122.0,172),27.36,,,,2964831.389524339,2964.831389524339,2.9648313895243392,860000000.0,literature,detected_mass,,,literature,,,,,,,860000000.0,
127,DDO99,11.0,50.0,53.0,38.0,52.0,49.0,0.026000000000000002,27.07,0.14,0.14,251.0,13.9,0.1,0.1,70.0,0.29,22.9,0.9,0.09,0.09,99.9,99.9,99.9,99.9,99.9,99.9,52.0,x,u,99.9,99.9,99.9,99.9,117),27.07,,,,2594179.3621188123,2594.179362118812,2.5941793621188123,52000000.0,literature,detected_mass,,,literature,,,,,,,52000000.0,
128,IC4662,17.0,47.0,8.8,-64.0,38.0,30.0,0.07,26.94,0.17,0.17,302.0,11.1,0.3,0.3,111.0,0.27,18.7,0.48,0.05,0.05,99.9,99.9,99.9,99.9,99.9,99.9,180.0,x,u,99.9,99.9,99.9,99.9,,26.94,,,,2443430.5526939714,2443.4305526939715,2.4434305526939712,180000000.0,literature,detected_mass,,,literature,,,,,,,180000000.0,
129,DDO190,14.0,24.0,43.4,44.0,31.0,33.0,0.012,27.23,0.03,0.03,150.0,12.8,0.1,0.1,82.0,0.1,21.4,0.64,0.06,0.06,99.9,99.9,99.9,99.9,99.9,99.9,43.0,x,u,10.0,2.4,2.4,24.7,169)(170),27.23,,,,2792543.8412373364,2792.5438412373364,2.7925438412373365,43000000.0,literature,detected_mass,,,literature,,,,,,,43000000.0,
130,KKH86,13.0,54.0,33.5,4.0,14.0,35.0,0.027000000000000003,27.06,0.16,0.16,287.2,17.1,0.3,0.3,177.0,0.39,23.2,0.28,0.03,0.03,99.9,99.9,99.9,99.9,99.9,99.9,0.88,x,u,99.9,99.9,99.9,99.9,173),27.06,,,,2582260.1906345957,2582.260190634596,2.582260190634596,880000.0,literature,detected_mass,,,literature,,,,,,,880000.0,
131,NGC4163,12.0,12.0,9.1,36.0,10.0,9.0,0.02,27.28,0.03,0.03,165.0,13.2,0.3,0.3,11.0,0.3,21.1,0.45,0.05,0.05,99.9,99.9,99.9,99.9,99.9,99.9,7.9,x,u,7.4,99.9,99.9,8.7,174),27.28,,,,2857590.5433749496,2857.5905433749494,2.8575905433749496,7900000.0,literature,detected_mass,,,literature,,,,,,,7900000.0,
132,DDO113,12.0,14.0,57.9,36.0,13.0,8.0,0.02,27.35,0.06,0.06,284.0,16.4,0.3,0.3,999.9,0.0,24.0,0.7,0.07,0.07,99.9,99.9,99.9,99.9,99.9,99.9,48.0,x,u,99.9,99.9,99.9,99.9,,27.35,(should be 2 based on what is written for time),,,2951209.22666639,2951.20922666639,2.95120922666639,48000000.0,literature,detected_mass,,,literature,,,,,,,48000000.0,
133,CetusIII,2.0,5.0,19.4,-4.0,16.0,12.0,,22.0,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2018PASJ...70S..18H,31.3292,-4.27,251188.64315095823,251.18864315095823,0.25118864315095824,8442.966417958378,hi4pi,upper_limit,0.0189,,hi4pi_unresolved_undetected,,,,8442.966417958378,,,,
134,DESJ0225+0304,2.0,25.0,42.4,3.0,4.0,10.0,,16.88,0.06,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2017MNRAS.468...97L,36.425,3.0694,23768.402866248758,23.768402866248756,0.023768402866248758,70.83813016256323,galfa,upper_limit,0.0967,,galfa_unresolved_undetected,,70.83813016256323,,,,,,
135,PictorII,6.0,44.0,43.2,-59.0,53.0,49.0,0.107,18.3,0.12,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2016ApJ...833L...5D,101.1792,-59.8969,45708.818961487515,45.708818961487516,0.04570881896148751,285.48978050441946,hi4pi,upper_limit,0.0193,,hi4pi_unresolved_undetected,,,,285.48978050441946,,,,
136,VirgoI,12.0,0.0,9.6,0.0,40.0,48.0,,19.7,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2016ApJ...832...21H,180.0417,-0.68,87096.35899560805,87.09635899560806,0.08709635899560805,811.5112849350663,galfa,upper_limit,0.0825,,galfa_unresolved_undetected,,811.5112849350663,,,,,,
137,HydrusI,2.0,29.0,33.3,-79.0,18.0,32.0,,17.2,0.04,0.04,80.4,,,,,,,,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2018MNRAS.479.5343K,-0.68,-79.3089,27542.28703338166,27.542287033381662,0.02754228703338166,,hi4pi,upper_limit,,,hi4pi_unresolved,,,,,,,,
138,CarinaII,,,,,,,,17.79,0.05,0.05,477.2,,,,,,,,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2018MNRAS.475.5085T,114.1066,-57.9991,36140.98626396131,36.14098626396131,0.03614098626396131,220.09501933376762,hi4pi,upper_limit,0.0238,,hi4pi_unresolved_undetected,,,,220.09501933376762,,,,
139,CarinaIII,,,,,,,,17.22,0.1,0.1,284.6,,,,,,,,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2018MNRAS.475.5085T,114.6298,-57.8997,27797.132677592883,27.797132677592884,0.027797132677592883,101.20570303583507,hi4pi,upper_limit,0.0185,,hi4pi_unresolved_undetected,,,,101.20570303583507,,,,
140,CraterII,,,,,,,,20.35,0.02,0.02,87.5,,,,,,,,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2016MNRAS.459.2370T,177.31,-18.413,117489.75549395304,117.48975549395304,0.11748975549395303,1954.6241186776874,hi4pi,upper_limit,0.02,,hi4pi_unresolved_undetected,,,,1954.6241186776874,,,,
141,AquariusII,,,,,,,,20.16,0.07,0.07,-71.1,,,,,,,,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2016MNRAS.463..712T,338.4813,-9.3274,107646.52136298349,107.64652136298349,0.10764652136298349,1739.2784604945975,hi4pi,upper_limit,0.0212,,hi4pi_unresolved_undetected,,,,1739.2784604945975,,,,
