,GalaxyName,RA_hr,RA_min,RA_sec,Dec_deg,Dec_arcmin,Dec_arcsec,EB-V,m-M,m-M_err_pos,m-M_err_neg,vh(km/s),Vmag,Vmag_err_pos,Vmag_err_neg,PA,e=1-b/a,muVo,rh('),rh_err_pos,rh_err_neg,vsig_s,vsig_err_pos,vsig_err_neg,vrot_s,vrot_s_err_pos,vrot_s_err_neg,MHI,Data,Key,vsig_g,vsig_g_err_pos,vsig_g_err_neg,vrot_g,note,M-m,Notes,ra,dec,M_V,dist_kpc,M_dyn,M_*,vh_(km/s)_err,vsig_s_upper_limit,vsig_s_err,vh(km/s)_err,orb_pericenter,orb_apocenter,orb_eccentricity,orb_period,orb_period_type,orb_pericenter_0.8,orb_apocenter_0.8,orb_eccentricity_0.8,tau_50,tau_90,dist_pc,dist_mpc,Radius,gal_interference_min,gal_interference_max,Galactic Interference Range,MHI_computed,MHI_source,MHI_type,1sigma,rh_subtable,MHI_method,npix,GUU,GRU,HUU,HRU,GNV,HNV,LIT,1sigma_GUU,1sigma_GRU,1sigma_HUU,1sigma_HRU,1sigma_GNV,1sigma_HNV,M_star,M_dyn_r_h,Other names,Morphology,vsig_s_ref,vsig_err_pos_ref,vsig_err_neg_ref,M_V_ref,rh(')_ref,vh(km/s)_ref,refs,r_ell_x,ell_surf_dist_x,mw_dist_x,m31_dist_x,ell_surf_log10_abs,min_dist_mw_or_m31,Closer_MW_M31,r_ell_y,ell_surf_dist_y,mw_dist_y,m31_dist_y,mw_dist_x,m31_dist_x,r_ell_x,ell_surf_dist_x,r_ell_y,ell_surf_dist_y,mw_dist_y,m31_dist_y,r_ell,ell_surf_dist,mw_dist,m31_dist
49,AndromedaIX,0.0,52.0,53.0,43.0,11.0,45.0,0.075,24.42,0.07,0.07,-209.4,16.3,1.1,1.1,999.9,9.99,28.0,37.0,0.1,0.1,10.9,2.0,2.0,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,,24.42,,,,-2.7,765.5966069112569,,,,,,,118.0,186.0,0.23,,,,,,7200000000.0,5100000000.0,765596.6069112569,0.7655966069112569,556.7570408779412,,,,55334.62428808137,HI4PI,upper_limit,0.013334100000000002,2.5,hi4pi_unresolved_undetected,,,,55334.62428808137,,,,,,,0.013334100000000002,,,,0.15,6.5,,dSph,True,,,True,True,True,,307.9425392898357,-246.20810994914623,769.8170126557193,38.65798187641238,,,,307.9425392898357,-246.20810994914623,769.8170126557193,38.65798187641238,769.8170126557193,38.65798187641238,307.9425392898357,-246.20810994914623,307.9425392898357,-246.20810994914623,769.8170126557193,38.65798187641238,307.9425392898357,-246.20810994914623,769.8170126557193,38.65798187641238
50,NGC205,0.0,40.0,22.1,41.0,41.0,7.0,0.085,24.58,0.07,0.07,-102.3,8.1,0.1,0.1,28.0,0.43,19.2,37.0,0.1,0.1,<1.2,5.0,5.0,11.0,5.0,5.0,0.4,x,u,16.1,99.9,99.9,0.0,,24.58,,,,-1.49,824.1381150130012,,,,,,,57.0,87.0,0.21,,,,,,,2187761623.949552,824138.1150130013,0.8241381150130013,589.7403135574091,,,,400000.0,Literature,detected_mass,,,literature,,,,,,,,400000.0,,,,,,,330,420,M110,dE/dSph,True,,,True,True,True,,354.1915817513895,-259.61012575611267,828.038363267332,45.93399627614517,,,,354.1915817513895,-259.61012575611267,828.038363267332,45.93399627614517,828.038363267332,45.93399627614517,354.1915817513895,-259.61012575611267,354.1915817513895,-259.61012575611267,828.038363267332,45.93399627614517,354.1915817513895,-259.61012575611267,828.038363267332,45.93399627614517
51,AndromedaI,0.0,45.0,39.8,38.0,2.0,28.0,0.053,24.36,0.07,0.07,-376.3,12.5,0.1,0.1,22.0,0.22,24.7,3.1,0.3,0.3,10.2,1.9,1.9,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,,24.36,,,,,744.7319739059889,,,,,,,59.0,90.0,0.21,,,,,,12600000000.0,7400000000.0,744731.9739059889,0.7447319739059889,671.5639936320458,,,,75490.19896782096,HI4PI,upper_limit,0.019224599999999998,3.1,hi4pi_unresolved_undetected,,,,75490.19896782096,,,,,,,0.019224599999999998,,,,3.9,44,,dSph,True,,,False,True,True,,292.90521944483487,-243.80612875111174,748.637514214695,55.41448211268954,,,,292.90521944483487,-243.80612875111174,748.637514214695,55.41448211268954,748.637514214695,55.41448211268954,292.90521944483487,-243.80612875111174,292.90521944483487,-243.80612875111174,748.637514214695,55.41448211268954,292.90521944483487,-243.80612875111174,748.637514214695,55.41448211268954
52,AndromedaXVII,0.0,37.0,7.0,44.0,19.0,20.0,0.07400000000000001,24.31,0.11,0.08,-251.6,15.8,0.4,0.4,122.0,0.27,25.7,1.24,0.08,0.08,2.9,2.2,1.9,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,,24.31,,,,,727.7798045368243,,,,,,,,,,,,,,,13200000000.0,10500000000.0,727779.8045368242,0.7277798045368242,262.51093233238663,,,,41792.441494908395,HI4PI,upper_limit,0.0111446,1.24,hi4pi_unresolved_undetected,,,,41792.441494908395,,,,,,,0.0111446,,,,0.26,---,,dSph,True,,,False,True,True,,275.69051840810863,-248.30049428139512,731.6933006857067,66.45885781302657,,,,275.69051840810863,-248.30049428139512,731.6933006857067,66.45885781302657,731.6933006857067,66.45885781302657,275.69051840810863,-248.30049428139512,275.69051840810863,-248.30049428139512,731.6933006857067,66.45885781302657,275.69051840810863,-248.30049428139512,731.6933006857067,66.45885781302657
53,AndromedaXXVII,0.0,37.0,27.1,45.0,23.0,13.0,0.08,24.59,0.12,0.12,-539.6,16.7,0.5,0.5,150.0,0.4,27.6,1.8,0.3,0.3,14.8,4.3,3.1,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,99.9,,24.59,,,,,827.9421637123345,,,,,,,69.0,101.0,0.19,,,,,,,,827942.1637123345,0.8279421637123344,433.50909597329706,,,,91039.81474305879,HI4PI,upper_limit,0.0187585,1.8,hi4pi_unresolved_undetected,,,,91039.81474305879,,,,,,,0.0187585,,,,0.12,---,,dSph,True,,,False,True,True,,386.5332807780377,-208.71617416529958,831.8894118119615,76.85764106523405,,,,386.5332807780377,-208.71617416529958,831.8894118119615,76.85764106523405,831.8894118119615,76.85764106523405,386.5332807780377,-208.71617416529958,386.5332807780377,-208.71617416529958,831.8894118119615,76.85764106523405,386.5332807780377,-208.71617416529958,831.8894118119615,76.85764106523405
54,AndromedaIII,0.0,35.0,33.8,36.0,29.0,52.0,0.055999999999999994,24.37,0.07,0.07,-344.3,14.2,0.3,0.3,136.0,0.52,24.8,2.2,0.2,0.2,9.3,1.4,1.4,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,,24.37,"004+34, m31",,,,748.1695005111552,,,,,,,70.0,111.0,0.23,,,,,,11700000000.0,8700000000.0,748169.5005111552,0.7481695005111553,478.7936589701233,,,,62466.74628965963,GALFA-HI,upper_limit,0.08606137300000001,2.2,galfa_unresolved_undetected,,62466.74628965963,,,,,,,0.08606137300000001,,,,,,0.83,6.1,,dSph,True,,,False,True,True,,318.55328548849474,-221.74568419688848,751.7775930493002,73.0377599045788,,,,318.55328548849474,-221.74568419688848,751.7775930493002,73.0377599045788,751.7775930493002,73.0377599045788,318.55328548849474,-221.74568419688848,318.55328548849474,-221.74568419688848,751.7775930493002,73.0377599045788,318.55328548849474,-221.74568419688848,751.7775930493002,73.0377599045788
55,AndromedaXXV,0.0,30.0,8.9,46.0,51.0,7.0,0.10099999999999999,24.55,0.12,0.12,-107.8,14.8,0.5,0.5,170.0,0.25,27.1,3.0,0.2,0.2,3.0,1.2,1.1,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,99.9,,24.55,,,,,812.8305161640995,,,,,,,85.0,130.0,0.2,,,,,,8700000000.0,5800000000.0,812830.5161640996,0.8128305161640995,709.3277720870624,,,,289550.2249762252,HI4PI,upper_limit,0.0619,3.0,hi4pi_unresolved_undetected,,,,289550.2249762252,,,,,,,0.0619,,,,0.68,---,,dSph,True,,,False,True,True,,399.4039236054748,-189.07896270062847,816.6676386922823,90.19053704338171,,,,399.4039236054748,-189.07896270062847,816.6676386922823,90.19053704338171,816.6676386922823,90.19053704338171,399.4039236054748,-189.07896270062847,399.4039236054748,-189.07896270062847,816.6676386922823,90.19053704338171,399.4039236054748,-189.07896270062847,816.6676386922823,90.19053704338171
56,AndromedaXXVI,0.0,23.0,45.6,47.0,54.0,58.0,0.11,24.41,0.12,0.12,-261.6,17.3,0.5,0.5,145.0,0.25,27.4,1.0,0.1,0.1,8.6,2.8,2.2,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,99.9,,24.41,,,,,762.0790100254115,,,,,,,168.0,265.0,0.23,,,,,,12900000000.0,9100000000.0,762079.0100254115,0.7620790100254115,221.67958985540295,,,,50044.453596407686,HI4PI,upper_limit,0.0121709,1.0,hi4pi_unresolved_undetected,,,,50044.453596407686,,,,,,,0.0121709,,,,0.060,---,,dSph,True,,,False,True,True,,377.09293039421516,-186.29656783695904,765.8187425988857,101.57666854836708,,,,377.09293039421516,-186.29656783695904,765.8187425988857,101.57666854836708,765.8187425988857,101.57666854836708,377.09293039421516,-186.29656783695904,377.09293039421516,-186.29656783695904,765.8187425988857,101.57666854836708,377.09293039421516,-186.29656783695904,765.8187425988857,101.57666854836708
57,AndromedaV,1.0,10.0,17.1,47.0,37.0,41.0,0.125,24.44,0.08,0.08,-403.0,14.9,0.2,0.2,32.0,0.18,25.3,1.4,0.2,0.2,11.5,5.3,4.4,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,,24.44,,,,,772.6805850957021,,,,,,,88.0,140.0,0.23,,,,,,,7413102413.009162,772680.5850957021,0.7726805850957021,314.66884419576263,,,,80461.55479625608,HI4PI,upper_limit,0.0190351,1.4,hi4pi_unresolved_undetected,,,,80461.55479625608,,,,,,,0.0190351,,,,0.39,---,,dSph,True,,,False,True,True,,400.1950030313543,-175.34297674668477,777.3421092558613,108.84272467512169,,,,400.1950030313543,-175.34297674668477,777.3421092558613,108.84272467512169,777.3421092558613,108.84272467512169,400.1950030313543,-175.34297674668477,400.1950030313543,-175.34297674668477,777.3421092558613,108.84272467512169,400.1950030313543,-175.34297674668477,777.3421092558613,108.84272467512169
58,AndromedaXI,0.0,46.0,20.0,33.0,48.0,5.0,0.08,24.33,0.05,0.05,-419.6,17.5,1.2,1.2,999.9,9.99,26.5,0.71,0.03,0.03,4.6,99.9,99.9,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,,24.33,"012+34, m31",,,,734.5138681571144,,,,,,,125.0,193.0,0.22,,,,,,13200000000.0,7400000000.0,734513.8681571144,0.7345138681571144,151.69946807986364,,,,46342.55543034587,HI4PI,upper_limit,0.0121324,0.71,hi4pi_unresolved_undetected,,,,46342.55543034587,,,,,,,0.0121324,,,,0.049,1.9,,dSph,True,,,False,True,True,,351.7122367500827,-193.84943890947412,738.2817429347267,108.50015720712129,,,,351.7122367500827,-193.84943890947412,738.2817429347267,108.50015720712129,738.2817429347267,108.50015720712129,351.7122367500827,-193.84943890947412,351.7122367500827,-193.84943890947412,738.2817429347267,108.50015720712129,351.7122367500827,-193.84943890947412,738.2817429347267,108.50015720712129
59,AndromedaXIX,0.0,19.0,32.1,35.0,2.0,37.0,0.062,24.57,0.08,0.43,-111.6,15.6,0.6,0.6,37.0,0.17,29.3,6.2,0.1,0.1,13.8,1.6,1.4,99.9,99.9,99.9,5.13,gs,u,99.9,99.9,99.9,99.9,,24.57,"004+34, m31",,,,820.3515443298177,,,,,,,,,,,,,,,,,820351.5443298176,0.8203515443298176,1479.5082757166372,,,,134644.9430959646,GALFA-HI,upper_limit,0.038535,6.2,galfa_resolved_undetected,,,134644.9430959646,171528.29015374667,,,,,,0.038535,0.036,,,,0.43,---,,dSph,True,,,False,True,True,,439.0528472494582,-163.8045870953796,823.5001725652368,115.21287642163914,,,,439.0528472494582,-163.8045870953796,823.5001725652368,115.21287642163914,823.5001725652368,115.21287642163914,439.0528472494582,-163.8045870953796,439.0528472494582,-163.8045870953796,823.5001725652368,115.21287642163914,439.0528472494582,-163.8045870953796,823.5001725652368,115.21287642163914
60,AndromedaXXIII,1.0,29.0,21.8,38.0,43.0,8.0,0.066,24.43,0.13,0.13,-237.7,14.2,0.5,0.5,138.0,0.4,28.0,4.6,0.2,0.2,7.1,1.0,1.0,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,99.9,,24.43,,,,,769.1304402866098,,,,,,,,,,,,,,,6800000000.0,5100000000.0,769130.4402866098,0.7691304402866098,1029.1615228909623,,,,81961.66420634136,HI4PI,upper_limit,0.0195694,4.6,hi4pi_unresolved_undetected,,,,81961.66420634136,,,,,,,0.0195694,,,,1.1,---,,dSph,True,,,False,True,True,,424.468708139416,-160.53017112087772,774.0412348147579,125.60122790382314,,,,424.468708139416,-160.53017112087772,774.0412348147579,125.60122790382314,774.0412348147579,125.60122790382314,424.468708139416,-160.53017112087772,424.468708139416,-160.53017112087772,774.0412348147579,125.60122790382314,424.468708139416,-160.53017112087772,774.0412348147579,125.60122790382314
61,AndromedaXX,0.0,7.0,30.7,35.0,7.0,56.0,0.059000000000000004,24.35,0.12,0.16,-456.2,18.2,0.8,0.8,80.0,0.3,26.2,0.53,0.14,0.04,7.1,3.9,2.5,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,99.9,,24.35,004+34,,,,741.3102413009177,,,,,,,,,,,,,,,10200000000.0,6900000000.0,741310.2413009177,0.7413102413009177,114.28824896792564,,,,54099.65881952437,GALFA-HI,upper_limit,0.0759196,0.53,galfa_unresolved_undetected,,54099.65881952437,,,,,,,0.0759196,,,,,,0.029,---,,dSph,True,,,False,True,True,,394.52090384545687,-170.89872782625488,744.1650680809995,128.09612729926886,,,,394.52090384545687,-170.89872782625488,744.1650680809995,128.09612729926886,744.1650680809995,128.09612729926886,394.52090384545687,-170.89872782625488,394.52090384545687,-170.89872782625488,744.1650680809995,128.09612729926886,394.52090384545687,-170.89872782625488,744.1650680809995,128.09612729926886
62,AndromedaXIII,0.0,51.0,51.0,33.0,0.0,16.0,0.08199999999999999,24.62,0.05,0.05,-185.4,18.1,1.2,1.2,999.9,9.99,27.3,0.78,0.08,0.08,5.8,2.0,2.0,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,(206)(207),24.62,012+34,,,,839.4599865193982,,,,,,,163.0,253.0,0.22,,,,,,9100000000.0,6500000000.0,839459.9865193982,0.8394599865193981,190.46725023202114,,,,69487.32097704902,GALFA-HI,upper_limit,0.076044,0.78,galfa_unresolved_undetected,,69487.32097704902,,,,,,,0.076044,,,,,,0.041,11,,dSph,True,,,False,True,True,,474.08952947703773,-146.89689887610396,843.3296292940532,133.7475840660747,,,,474.08952947703773,-146.89689887610396,843.3296292940532,133.7475840660747,843.3296292940532,133.7475840660747,474.08952947703773,-146.89689887610396,474.08952947703773,-146.89689887610396,843.3296292940532,133.7475840660747,474.08952947703773,-146.89689887610396,843.3296292940532,133.7475840660747
63,AndromedaX,1.0,6.0,33.7,44.0,48.0,16.0,0.129,24.13,0.08,0.13,-164.1,16.6,1.0,1.0,46.0,0.44,26.3,1.3,0.1,0.1,6.4,1.4,1.4,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,201)(202),24.13,,,,,669.8846094165258,,,,,,,116.0,181.0,0.22,,,,,,9500000000.0,6500000000.0,669884.6094165258,0.6698846094165258,253.31975630615477,,,,34335.10731737203,HI4PI,upper_limit,0.010806999999999999,1.3,hi4pi_unresolved_undetected,,,,34335.10731737203,,,,,,,0.010806999999999999,,,,0.096,2.3,,dSph,True,,,False,True,True,,257.2604381236409,-231.5163775410096,674.4319849783097,129.98827643628383,,,,257.2604381236409,-231.5163775410096,674.4319849783097,129.98827643628383,674.4319849783097,129.98827643628383,257.2604381236409,-231.5163775410096,257.2604381236409,-231.5163775410096,674.4319849783097,129.98827643628383,257.2604381236409,-231.5163775410096,674.4319849783097,129.98827643628383
64,AndromedaXXI,23.0,54.0,47.7,42.0,28.0,15.0,0.09300000000000001,24.59,0.06,0.07,-362.5,14.8,0.6,0.6,110.0,0.2,27.0,3.5,0.3,0.3,4.5,1.2,1.0,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,99.9,,24.59,,,,,827.9421637123345,,,,,,,,,,,,,,,8300000000.000001,5800000000.0,827942.1637123345,0.8279421637123344,842.934353281411,,,,68938.08398953959,HI4PI,upper_limit,0.014204499999999998,3.5,hi4pi_unresolved_undetected,,,,68938.08398953959,,,,,,,0.014204499999999998,,,,0.76,---,,dSph,True,,,False,True,True,,474.4627974034823,-143.817361861527,830.840158944607,135.16916048461678,,,,474.4627974034823,-143.817361861527,830.840158944607,135.16916048461678,830.840158944607,135.16916048461678,474.4627974034823,-143.817361861527,474.4627974034823,-143.817361861527,830.840158944607,135.16916048461678,474.4627974034823,-143.817361861527,830.840158944607,135.16916048461678
65,AndromedaXXXII,0.0,35.0,59.4,51.0,33.0,35.0,0.193,24.45,0.14,0.14,-371.6,12.2,0.7,0.7,-90.0,0.5,26.4,6.5,1.2,1.0,8.4,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,24.45,- not seeing,,,,776.2471166286911,,,,,0.6,0.7,,,,,,,,,,,776247.1166286911,0.7762471166286911,1467.7059873715343,,,,75510.35708849407,HI4PI,upper_limit,0.0177,6.5,hi4pi_unresolved_undetected,,,,75510.35708849407,,,,,,,0.0177,,,,,,,,True,,,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,
66,NGC147,0.0,33.0,12.1,48.0,30.0,32.0,0.172,24.15,0.09,0.09,-193.1,9.5,0.1,0.1,25.0,0.41,21.2,3.17,9.99,9.99,16.0,1.0,1.0,17.0,2.0,2.0,0.0,x,u,00.0,0.0,0.0,0.0,,24.15,,,,,676.0829753919819,,,,,,,90.0,144.0,0.23,,,,,,,2691534803.9269137,676082.9753919819,0.6760829753919819,623.4260874096669,,,,67278.97883786725,HI4PI,upper_limit,0.0207896,3.17,hi4pi_unresolved_undetected,,,,67278.97883786725,,,,,,,0.0207896,,,,62,93,UGC 326,dE/dSph,True,,,False,True,True,,296.33667512048385,-210.11440702921226,680.0344559554758,139.44396969469105,,,,296.33667512048385,-210.11440702921226,680.0344559554758,139.44396969469105,680.0344559554758,139.44396969469105,296.33667512048385,-210.11440702921226,296.33667512048385,-210.11440702921226,680.0344559554758,139.44396969469105,296.33667512048385,-210.11440702921226,680.0344559554758,139.44396969469105
67,AndromedaXXX,0.0,36.0,34.9,49.0,38.0,48.0,0.166,24.17,0.1,0.26,-139.8,16.2,0.3,0.3,999.9,9.99,99.9,1.35,0.12,0.18,11.8,7.7,4.7,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,24.17,,,,,682.3386941416704,,,,,,,,,,,,,,,,,682338.6941416705,0.6823386941416705,267.95352689731806,,,,40179.86383908407,HI4PI,upper_limit,0.0121892,1.35,hi4pi_unresolved_undetected,,,,40179.86383908407,,,,,,,0.0121892,,,,,,,,True,,,False,True,True,,323.68449560134184,-196.7997043627292,686.3847249799236,144.48093064744847,,,,323.68449560134184,-196.7997043627292,686.3847249799236,144.48093064744847,686.3847249799236,144.48093064744847,323.68449560134184,-196.7997043627292,323.68449560134184,-196.7997043627292,686.3847249799236,144.48093064744847,323.68449560134184,-196.7997043627292,686.3847249799236,144.48093064744847
68,AndromedaXIV,0.0,51.0,35.0,29.0,41.0,49.0,0.06,24.5,0.06,0.56,-480.6,15.9,0.5,0.5,999.9,0.31,27.2,1.7,0.8,0.8,5.3,1.0,1.0,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,202),24.5,012+26,,,,794.3282347242822,,,,,,,,,,,,,,,8700000000.0,4800000000.0,794328.2347242822,0.7943282347242822,392.80285041997814,,,,23761.7027596508,GALFA-HI,upper_limit,0.029042697000000003,1.7,galfa_unresolved_undetected,,23761.7027596508,,,,,,,0.029042697000000003,,,,,,0.20,6.1,,dSph,True,,,False,True,True,,506.6978712208549,-120.91047331262779,798.0604993773802,161.2178028218214,,,,506.6978712208549,-120.91047331262779,798.0604993773802,161.2178028218214,798.0604993773802,161.2178028218214,506.6978712208549,-120.91047331262779,506.6978712208549,-120.91047331262779,798.0604993773802,161.2178028218214,506.6978712208549,-120.91047331262779,798.0604993773802,161.2178028218214
69,AndromedaXII,0.0,47.0,27.0,34.0,22.0,29.0,0.11,24.84,0.09,0.34,-558.4,18.3,1.2,1.2,999.9,9.99,28.5,1.2,0.2,0.2,2.6,5.1,2.6,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,(207),24.84,"012+34, m31",,,,928.9663867799362,,,,,,,98.0,152.0,0.21,,,,,,12900000000.0,3400000000.0,928966.3867799363,0.9289663867799363,324.27013719320007,,,,79257.11058048169,GALFA-HI,upper_limit,0.07082680000000001,1.2,galfa_unresolved_undetected,,79257.11058048169,,,,,,,0.07082680000000001,,,,,,0.031,1.2,,dSph,True,,,False,True,True,,532.0995551329777,-132.5557617445276,932.7764111094816,182.0549669067459,,,,532.0995551329777,-132.5557617445276,932.7764111094816,182.0549669067459,932.7764111094816,182.0549669067459,532.0995551329777,-132.5557617445276,532.0995551329777,-132.5557617445276,932.7764111094816,182.0549669067459,532.0995551329777,-132.5557617445276,932.7764111094816,182.0549669067459
70,AndromedaXV,1.0,14.0,18.7,38.0,7.0,3.0,0.047,23.98,0.26,0.12,-323.0,14.6,0.3,0.3,0.0,0.0,24.8,1.21,0.05,0.05,4.0,1.4,1.4,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,202),23.98,,,,,625.1726927756862,,,,,,,,,,,,,,,12900000000.0,9300000000.0,625172.6927756862,0.6251726927756861,220.0447845999797,,,,40923.15702039255,HI4PI,upper_limit,0.0147889,1.21,hi4pi_unresolved_undetected,,,,40923.15702039255,,,,,,,0.0147889,,,,0.49,16,,dSph,True,,,False,True,True,,241.63126531314398,-227.19662342456525,629.7449623106522,174.90734486256787,,,,241.63126531314398,-227.19662342456525,629.7449623106522,174.90734486256787,629.7449623106522,174.90734486256787,241.63126531314398,-227.19662342456525,241.63126531314398,-227.19662342456525,629.7449623106522,174.90734486256787,241.63126531314398,-227.19662342456525,629.7449623106522,174.90734486256787
71,AndromedaII,1.0,16.0,29.8,33.0,25.0,9.0,0.061,24.07,0.06,0.06,-192.4,11.5,0.2,0.2,34.0,0.2,24.5,6.2,0.2,0.2,7.8,1.1,1.1,10.9,2.4,2.4,4.65,gs,u,00.0,0.0,0.0,0.0,204),24.07,"020+34,m31?""
NGC185             0 38 58.0  48 20 15  23.95 0.09 0.09 -203.8  1.1  1.1 0.11 m31
AndromedaXXIX     23 58 55.6  30 45 20  24.32 0.22 0.22 -194.4  1.5  1.5 99.9 g31dr1 356+34""",,,,651.6283940608428,,,,,,,148.0,235.0,0.23,,,,,,11500000000.0,6300000000.0,651628.3940608428,0.6516283940608428,1175.215196909963,,,,44332.79962077016,GALFA-HI,upper_limit,0.020109000000000002,6.2,galfa_resolved_undetected,,,44332.79962077016,65083.83032495729,,,,,,0.020109000000000002,0.021649099999999998,,,,7.6,36,,dSph,True,,,False,True,True,,339.46138825481967,-183.7109096013258,656.1191968632503,180.64629081672072,,,,339.46138825481967,-183.7109096013258,656.1191968632503,180.64629081672072,656.1191968632503,180.64629081672072,339.46138825481967,-183.7109096013258,339.46138825481967,-183.7109096013258,656.1191968632503,180.64629081672072,339.46138825481967,-183.7109096013258,656.1191968632503,180.64629081672072
72,NGC185,0.0,38.0,58.0,48.0,20.0,15.0,0.184,23.95,0.09,0.09,-203.8,9.2,0.1,0.1,35.0,0.15,20.8,2.55,9.99,9.99,24.0,1.0,1.0,15.0,5.0,5.0,0.11,x,u,15.3,0.8,0.8,0.0,,,,,,,616.5950018614823,,,,,,,141.0,220.0,0.22,,,,,,,3630780547.7010174,616595.0018614823,0.6165950018614823,457.3681200630586,,,,110000.0,Literature,detected_mass,,,literature,,,,,,,,110000.0,,,,,,,68,150,UGC 396,dE/dSph,True,,,False,True,True,,237.81873818385878,-227.0862023648573,620.6607925292741,183.6903328868837,,,,237.81873818385878,-227.0862023648573,620.6607925292741,183.6903328868837,620.6607925292741,183.6903328868837,237.81873818385878,-227.0862023648573,237.81873818385878,-227.0862023648573,620.6607925292741,183.6903328868837,237.81873818385878,-227.0862023648573,620.6607925292741,183.6903328868837
73,AndromedaXXIX,23.0,58.0,55.6,30.0,45.0,20.0,0.046,24.32,0.22,0.22,-194.4,16.0,0.4,0.4,51.0,0.35,99.9,1.7,0.2,0.2,5.7,1.2,1.2,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,99.9,,,,,,,731.1390834834172,,,,,,,,,,,,,,,7600000000.0,5200000000.0,731139.0834834172,0.7311390834834172,361.5552154524934,,,,25064.074309628937,GALFA-HI,upper_limit,0.036158554,1.7,galfa_unresolved_undetected,,25064.074309628937,,,,,,,0.036158554,,,,,,0.18,---,,dSph,True,,,False,True,True,,493.6875018981281,-120.42655754215879,733.5442484270393,186.59157667262974,,,,493.6875018981281,-120.42655754215879,733.5442484270393,186.59157667262974,733.5442484270393,186.59157667262974,493.6875018981281,-120.42655754215879,493.6875018981281,-120.42655754215879,733.5442484270393,186.59157667262974,493.6875018981281,-120.42655754215879,733.5442484270393,186.59157667262974
74,AndromedaXXIV,1.0,18.0,30.0,46.0,21.0,58.0,0.083,23.89,0.12,0.12,-128.2,16.3,0.5,0.5,5.0,0.25,27.8,2.1,0.1,0.1,99.9,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,99.9,,23.89,,,,,599.7910762555101,,,,,,,133.0,202.0,0.2,,,,,,12900000000.0,5400000000.0,599791.0762555101,0.5997910762555101,366.3911744997662,,,,39587.90472252748,HI4PI,upper_limit,0.015542799999999999,2.1,hi4pi_unresolved_undetected,,,,39587.90472252748,,,,,,,0.015542799999999999,,,,0.093,---,,dSph,True,,,False,True,True,,250.66088679949482,-217.80457441772748,604.6047393969668,204.20551403360344,,,,250.66088679949482,-217.80457441772748,604.6047393969668,204.20551403360344,604.6047393969668,204.20551403360344,250.66088679949482,-217.80457441772748,250.66088679949482,-217.80457441772748,604.6047393969668,204.20551403360344,250.66088679949482,-217.80457441772748,604.6047393969668,204.20551403360344
75,AndromedaVII,23.0,26.0,31.7,50.0,40.0,33.0,0.19399999999999998,24.41,0.1,0.1,-307.2,11.2,0.3,0.3,94.0,0.13,23.2,3.5,0.1,0.1,13.0,1.0,1.0,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,201),24.41,,,,,762.0790100254115,,,,,,,157.0,277.0,0.28,,,,,,,,762079.0100254115,0.7620790100254115,775.8785644939103,,,,65554.20874727161,HI4PI,upper_limit,0.0159429,3.5,hi4pi_unresolved_undetected,,,,65554.20874727161,,,,,,,0.0159429,,,,9.5,42,Casseopia dSph,dSph,True,,,False,True,True,,590.3461178077238,-78.67301107838193,764.7826051834227,217.3332100524292,,,,590.3461178077238,-78.67301107838193,764.7826051834227,217.3332100524292,764.7826051834227,217.3332100524292,590.3461178077238,-78.67301107838193,590.3461178077238,-78.67301107838193,764.7826051834227,217.3332100524292,590.3461178077238,-78.67301107838193,764.7826051834227,217.3332100524292
