,GalaxyName,RA_hr,RA_min,RA_sec,Dec_deg,Dec_arcmin,Dec_arcsec,EB-V,m-M,m-M_err_pos,m-M_err_neg,vh(km/s),Vmag,Vmag_err_pos,Vmag_err_neg,PA,e=1-b/a,muVo,rh('),rh_err_pos,rh_err_neg,vsig_s,vsig_err_pos,vsig_err_neg,vrot_s,vrot_s_err_pos,vrot_s_err_neg,MHI,Data,Key,vsig_g,vsig_g_err_pos,vsig_g_err_neg,vrot_g,note,M-m,Notes,ra,dec,M_V,dist_kpc,M_dyn,M_*,vh_(km/s)_err,vsig_s_upper_limit,vsig_s_err,vh(km/s)_err,orb_pericenter,orb_apocenter,orb_eccentricity,orb_period,orb_period_type,orb_pericenter_0.8,orb_apocenter_0.8,orb_eccentricity_0.8,tau_50,tau_90,dist_pc,dist_mpc,Radius,gal_interference_min,gal_interference_max,Galactic Interference Range,MHI_computed,MHI_source,MHI_type,1sigma,rh_subtable,MHI_method,npix,GUU,GRU,HUU,HRU,GNV,HNV,LIT,1sigma_GUU,1sigma_GRU,1sigma_HUU,1sigma_HRU,1sigma_GNV,1sigma_HNV,M_star,M_dyn_r_h,Other names,Morphology,vsig_s_ref,vsig_err_pos_ref,vsig_err_neg_ref,M_V_ref,rh(')_ref,vh(km/s)_ref,refs,r_ell_x,ell_surf_dist_x,mw_dist_x,m31_dist_x,ell_surf_log10_abs,min_dist_mw_or_m31,Closer_MW_M31,r_ell_y,ell_surf_dist_y,mw_dist_y,m31_dist_y,mw_dist_x,m31_dist_x,r_ell_x,ell_surf_dist_x,r_ell_y,ell_surf_dist_y,mw_dist_y,m31_dist_y,r_ell,ell_surf_dist,mw_dist,m31_dist
105,LeoP,10.0,21.0,45.1,18.0,5.0,17.0,0.10800000000000001,26.05,0.2,0.2,264.0,16.9,0.1,0.1,999.9,9.99,99.9,1.2,9.99,9.99,99.9,9.9,9.9,99.9,99.9,99.9,0.94,x,u,8.4,99.9,99.9,15.0,,26.05,(not in dr2),,,,1621.8100973589296,,,,,,,,,,,,,,,,,1621810.0973589297,1.6218100973589298,566.1179890424596,,,,940000.0,Literature,detected_mass,,,literature,,,,,,,,940000.0,,,,,,,,,,,True,,,False,True,True,,3926.8443643821806,1395.3190095020748,1625.464202640421,2047.930550752817,,,,3926.8443643821806,1395.3190095020748,1625.464202640421,2047.930550752817,1625.464202640421,2047.930550752817,3926.8443643821806,1395.3190095020748,3926.8443643821806,1395.3190095020748,1625.464202640421,2047.930550752817,3926.8443643821806,1395.3190095020748,1625.464202640421,2047.930550752817
106,ESO410-G005,0.0,15.0,31.6,-32.0,10.0,48.0,0.013999999999999999,26.42,0.04,0.04,158.89,14.9,0.3,0.3,57.0,0.37,22.2,0.5,0.05,0.05,99.9,99.9,99.9,99.9,99.9,99.9,0.73,x,u,14.2,0.6,0.6,99.9,,26.42,,,,,1923.0917289101617,,,,,,,,,,,,,,,,,1923091.7289101616,1.9230917289101617,279.7020913257453,,,,730000.0,Literature,detected_mass,,,literature,,,,,,,,730000.0,,,,,,,3.5,---,UKS 0013-324,dIrr/dSph,True,,,False,True,True,,4605.092013741374,1533.0975476583267,1921.8224116478266,1856.6199269398728,,,,4605.092013741374,1533.0975476583267,1921.8224116478266,1856.6199269398728,1921.8224116478266,1856.6199269398728,4605.092013741374,1533.0975476583267,4605.092013741374,1533.0975476583267,1921.8224116478266,1856.6199269398728,4605.092013741374,1533.0975476583267,1921.8224116478266,1856.6199269398728
107,KKR25,16.0,13.0,48.0,54.0,22.0,16.0,0.009000000000000001,26.42,0.07,0.07,-65.0,15.5,0.2,0.2,999.9,0.49,24.0,0.47,0.03,0.03,99.9,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,99.9,,26.42,,,,,1923.0917289101617,,,,,,,,,,,,,,,,,1923091.7289101616,1.9230917289101617,262.9199658462005,,,,605836.340434887,HI4PI,upper_limit,0.0231378,0.47,hi4pi_unresolved_undetected,,,,605836.340434887,,,,,,,0.0231378,,,,1.4,---,,dIrr/dSph,True,,,False,True,True,,4626.360618972842,1541.2692879523893,1922.4901085161691,1868.8482373329928,,,,4626.360618972842,1541.2692879523893,1922.4901085161691,1868.8482373329928,1922.4901085161691,1868.8482373329928,4626.360618972842,1541.2692879523893,4626.360618972842,1541.2692879523893,1922.4901085161691,1868.8482373329928,4626.360618972842,1541.2692879523893,1922.4901085161691,1868.8482373329928
108,ESO294-G010,0.0,26.0,33.4,-41.0,51.0,19.0,0.006,26.54,0.04,0.04,117.0,15.3,0.3,0.3,8.0,0.51,22.3,0.42,0.04,0.04,99.9,99.9,99.9,99.9,99.9,99.9,0.34,x,u,9.7,0.9,0.9,99.9,161),26.54,,,,,2032.3570109362208,,,,,,,,,,,,,,,,,2032357.0109362209,2.032357010936221,248.2990166804488,,,,340000.0,Literature,detected_mass,,,literature,,,,,,,,340000.0,,,,,,,2.7,---,,,True,,,False,True,True,,5024.7812546894875,1703.4363523888426,2030.804456429277,2066.178785137131,,,,5024.7812546894875,1703.4363523888426,2030.804456429277,2066.178785137131,2030.804456429277,2066.178785137131,5024.7812546894875,1703.4363523888426,5024.7812546894875,1703.4363523888426,2030.804456429277,2066.178785137131,5024.7812546894875,1703.4363523888426,2030.804456429277,2066.178785137131
109,IC5152,22.0,2.0,41.5,-51.0,17.0,47.0,0.025,26.45,0.05,0.05,122.0,10.9,9.9,9.9,100.0,0.38,20.1,0.97,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,87.0,x,u,36,99.9,99.9,58.0,,26.45,,,,,1949.8445997580454,,,,,,,,,,,,,,,,,1949844.5997580455,1.9498445997580456,550.1706819184944,,,,87000000.0,Literature,detected_mass,,,literature,,,,,,,,87000000.0,,,,,,,270,---,,,True,,,False,True,True,,4867.890400431869,1697.728098779943,1944.8595162696618,2202.6814488891478,,,,4867.890400431869,1697.728098779943,1944.8595162696618,2202.6814488891478,1944.8595162696618,2202.6814488891478,4867.890400431869,1697.728098779943,4867.890400431869,1697.728098779943,1944.8595162696618,2202.6814488891478,4867.890400431869,1697.728098779943,1944.8595162696618,2202.6814488891478
110,KKH98,23.0,45.0,34.0,38.0,43.0,4.0,0.12300000000000001,27.01,0.09,0.09,-136.9,15.2,0.3,0.3,175.0,0.41,22.8,0.64,0.06,0.06,99.9,99.9,99.9,99.9,99.9,99.9,6.6,x,u,99.9,99.9,99.9,99.9,90),27.01,,,,,2523.4807724805755,,,,,,,,,,,,,,,,,2523480.7724805754,2.5234807724805752,469.792071671171,,,,6600000.0,Literature,detected_mass,,,literature,,,,,,,,6600000.0,,,,,,,4.5,---,,,True,,,False,True,True,,2367.5235631701144,1318.0876289555024,2525.949308036615,1765.921618405713,,,,2367.5235631701144,1318.0876289555024,2525.949308036615,1765.921618405713,2525.949308036615,1765.921618405713,2367.5235631701144,1318.0876289555024,2367.5235631701144,1318.0876289555024,2525.949308036615,1765.921618405713,2367.5235631701144,1318.0876289555024,2525.949308036615,1765.921618405713
111,UKS2323-326,23.0,26.0,27.5,-32.0,23.0,20.0,0.015,26.72,0.09,0.09,62.0,13.5,0.2,0.2,120.0,0.1,22.9,0.9,0.1,0.1,99.9,99.9,99.9,99.9,99.9,99.9,17.0,x,u,99.9,99.9,99.9,99.9,166)(117),26.72,,,,,2208.0047330188963,,,,,,,,,,,,,,,,,2208004.7330188965,2.2080047330188965,578.0537443726295,,,,17000000.0,Literature,detected_mass,,,literature,,,,,,,,17000000.0,,,,,,,17,---,,,True,,,False,True,True,,5329.5759725315975,1823.1397557612881,2205.452899677653,2142.4979473449953,,,,5329.5759725315975,1823.1397557612881,2205.452899677653,2142.4979473449953,2205.452899677653,2142.4979473449953,5329.5759725315975,1823.1397557612881,5329.5759725315975,1823.1397557612881,2205.452899677653,2142.4979473449953,5329.5759725315975,1823.1397557612881,2205.452899677653,2142.4979473449953
112,KK258,22.0,40.0,43.9,-30.0,47.0,59.0,0.011000000000000001,26.85,0.07,0.07,92.0,16.3,9.9,9.9,999.9,0.5,26.0,9.99,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,26.85,,,,,2344.228815319923,,,,,,,,,,,,,,,,,2344228.8153199228,2.344228815319923,6812.25972366985,,,,869026.1108125001,HI4PI,upper_limit,0.0223357,9.99,hi4pi_unresolved_undetected,,,,869026.1108125001,,,,,,,0.0223357,,,,,,,,True,,,False,True,True,,5681.546749475936,1963.8200670827305,2340.5895206347545,2283.164516493963,,,,5681.546749475936,1963.8200670827305,2340.5895206347545,2283.164516493963,2340.5895206347545,2283.164516493963,5681.546749475936,1963.8200670827305,5681.546749475936,1963.8200670827305,2340.5895206347545,2283.164516493963,5681.546749475936,1963.8200670827305,2340.5895206347545,2283.164516493963
113,KKR3,14.0,7.0,10.5,35.0,3.0,37.0,0.013999999999999999,26.7,0.12,0.12,63.3,17.2,0.3,0.3,0.0,0.05,23.8,0.36,0.04,0.04,99.9,99.9,99.9,99.9,99.9,99.9,2.5,x,u,7.5,0.5,0.5,0.0,,26.7,,,,,2187.761623949552,,,,,,,,,,,,,,,,,2187761.623949552,2.187761623949552,229.10164631571192,,,,2500000.0,Literature,detected_mass,,,literature,,,,,,,,2500000.0,,,,,,,0.54,---,,,True,,,False,True,True,,5437.742143022262,1944.9905191828814,2186.664320399154,2461.3034216386427,,,,5437.742143022262,1944.9905191828814,2186.664320399154,2461.3034216386427,2186.664320399154,2461.3034216386427,5437.742143022262,1944.9905191828814,5437.742143022262,1944.9905191828814,2186.664320399154,2461.3034216386427,5437.742143022262,1944.9905191828814,2186.664320399154,2461.3034216386427
114,KKs3,2.0,24.0,44.4,-73.0,30.0,51.0,0.045,26.63,0.07,0.07,316.0,14.5,0.1,0.1,999.9,0.6,24.9,0.57,0.06,0.06,99.9,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,26.63,,,,,2118.3611352485004,,,,,,,,,,,,,,,,,2118361.1352485004,2.1183611352485006,351.23724735412554,,,,581479.1964775379,HI4PI,upper_limit,0.018302099999999998,0.57,hi4pi_unresolved_undetected,,,,581479.1964775379,,,,,,,0.018302099999999998,,,,,,,,True,,,False,True,True,,4982.809124989885,1885.7415943852125,2115.996534637985,2548.8212094518467,,,,4982.809124989885,1885.7415943852125,2115.996534637985,2548.8212094518467,2115.996534637985,2548.8212094518467,4982.809124989885,1885.7415943852125,4982.809124989885,1885.7415943852125,2115.996534637985,2548.8212094518467,4982.809124989885,1885.7415943852125,2115.996534637985,2548.8212094518467
115,GR8,12.0,58.0,40.4,14.0,13.0,3.0,0.026000000000000002,26.69,0.12,0.12,213.9,14.5,0.2,0.2,61.0,0.2,22.6,0.32,0.04,0.04,99.9,99.9,99.9,99.9,99.9,99.9,11.0,x,u,7.0,0.2,0.2,0.0,,26.69,,,,,2177.709772353159,,,,,,,,,,,,,,,,,2177709.7723531593,2.1777097723531593,202.71023988161178,,,,11000000.0,Literature,detected_mass,,,literature,,,,,,,,11000000.0,,,,,,,6.4,---,,,True,,,False,True,True,,4810.265775220427,1939.6500398487733,2176.530436717889,2695.496795431705,,,,4810.265775220427,1939.6500398487733,2176.530436717889,2695.496795431705,2176.530436717889,2695.496795431705,4810.265775220427,1939.6500398487733,4810.265775220427,1939.6500398487733,2176.530436717889,2695.496795431705,4810.265775220427,1939.6500398487733,2176.530436717889,2695.496795431705
116,UGC9128,14.0,15.0,56.5,23.0,3.0,19.0,0.023,26.8,0.04,0.04,152.0,14.4,0.3,0.3,46.0,0.4,22.6,0.64,0.07,0.07,99.9,99.9,99.9,99.9,99.9,99.9,18.0,x,u,15.0,99.9,99.9,56.0,,26.8,,,,,2290.867652767775,,,,,,,,,,,,,,,,,2290867.6527677746,2.2908676527677745,426.4868875780309,,,,18000000.0,Literature,detected_mass,,,literature,,,,,,,,18000000.0,,,,,,,7.8,---,,,True,,,False,True,True,,5465.4532295821755,2058.3601314356383,2288.430947633056,2683.2911234541866,,,,5465.4532295821755,2058.3601314356383,2288.430947633056,2683.2911234541866,2288.430947633056,2683.2911234541866,5465.4532295821755,2058.3601314356383,5465.4532295821755,2058.3601314356383,2288.430947633056,2683.2911234541866,5465.4532295821755,2058.3601314356383,2288.430947633056,2683.2911234541866
117,UGC8508,13.0,30.0,44.4,54.0,54.0,36.0,0.015,27.06,0.03,0.03,56.0,13.7,0.1,0.1,120.0,0.45,21.5,0.42,0.04,0.04,99.9,99.9,99.9,99.9,99.9,99.9,29.0,x,u,99.9,99.9,99.9,31.2,90)(168),27.06,,,,,2582.260190634596,,,,,,,,,,,,,,,,,2582260.1906345957,2.582260190634596,315.48230094292205,,,,29000000.0,Literature,detected_mass,,,literature,,,,,,,,29000000.0,,,,,,,19,---,,,True,,,False,True,True,,6414.8400504530555,2258.8450365789467,2583.6788890493576,2608.429560830405,,,,6414.8400504530555,2258.8450365789467,2583.6788890493576,2608.429560830405,2583.6788890493576,2608.429560830405,6414.8400504530555,2258.8450365789467,6414.8400504530555,2258.8450365789467,2583.6788890493576,2608.429560830405,6414.8400504530555,2258.8450365789467,2583.6788890493576,2608.429560830405
118,IC3104,12.0,18.0,46.0,-79.0,43.0,34.0,0.41,26.78,0.18,0.18,429.0,12.8,9.9,9.9,45.0,0.52,23.3,2.01,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,13.0,x,u,99.9,99.9,99.9,999.9,,26.78,,,,,2269.8648518838213,,,,,,,,,,,,,,,,,2269864.851883821,2.2698648518838214,1327.1553639114188,,,,13000000.0,Literature,detected_mass,,,literature,,,,,,,,13000000.0,,,,,,,62,---,,,True,,,False,True,True,,4103.720507341757,2001.174206838852,2265.819881732391,2929.2180133944676,,,,4103.720507341757,2001.174206838852,2265.819881732391,2929.2180133944676,2265.819881732391,2929.2180133944676,4103.720507341757,2001.174206838852,4103.720507341757,2001.174206838852,2265.819881732391,2929.2180133944676,4103.720507341757,2001.174206838852,2265.819881732391,2929.2180133944676
119,DDO125,12.0,27.0,40.9,43.0,29.0,44.0,0.02,27.06,0.05,0.05,194.9,12.7,0.3,0.3,112.0,0.41,22.1,1.04,0.1,0.1,99.9,99.9,99.9,99.9,99.9,99.9,35.0,x,u,7.3,1.5,1.5,11.2,169)(170),27.06,,,,,2582.260190634596,,,,,,,,,,,,,,,,,2582260.1906345957,2.582260190634596,781.1942690015213,,,,35000000.0,Literature,detected_mass,,,literature,,,,,,,,35000000.0,,,,,,,47,---,,,True,,,False,True,True,,6473.821714635374,2323.2417626777824,2584.036135011852,2763.5668258139085,,,,6473.821714635374,2323.2417626777824,2584.036135011852,2763.5668258139085,2584.036135011852,2763.5668258139085,6473.821714635374,2323.2417626777824,6473.821714635374,2323.2417626777824,2584.036135011852,2763.5668258139085,6473.821714635374,2323.2417626777824,2584.036135011852,2763.5668258139085
120,UGCA86,3.0,59.0,48.3,67.0,8.0,19.0,0.938,27.36,0.17,0.17,67.0,14.2,9.9,9.9,25.0,0.32,22.8,0.94,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,860.0,x,u,8.8,1.0,1.0,122.0,172),27.36,,,,,2964.831389524339,,,,,,,,,,,,,,,,,2964831.389524339,2.9648313895243392,810.6876608691379,,,,860000000.0,Literature,detected_mass,,,literature,,,,,,,,860000000.0,,,,,,,16,---,,,True,,,False,True,True,,4831.224693605241,2038.7574703060525,2970.929612233748,2389.441442904198,,,,4831.224693605241,2038.7574703060525,2970.929612233748,2389.441442904198,2970.929612233748,2389.441442904198,4831.224693605241,2038.7574703060525,4831.224693605241,2038.7574703060525,2970.929612233748,2389.441442904198,4831.224693605241,2038.7574703060525,2970.929612233748,2389.441442904198
121,DDO99,11.0,50.0,53.0,38.0,52.0,49.0,0.026000000000000002,27.07,0.14,0.14,251.0,13.9,0.1,0.1,70.0,0.29,22.9,0.9,0.09,0.09,99.9,99.9,99.9,99.9,99.9,99.9,52.0,x,u,99.9,99.9,99.9,99.9,117),27.07,,,,,2594.179362118812,,,,,,,,,,,,,,,,,2594179.3621188123,2.5941793621188123,679.1539308870427,,,,52000000.0,Literature,detected_mass,,,literature,,,,,,,,52000000.0,,,,,,,16,---,,,True,,,False,True,True,,6475.317901619117,2348.009700811769,2596.530614290164,2822.731923668164,,,,6475.317901619117,2348.009700811769,2596.530614290164,2822.731923668164,2596.530614290164,2822.731923668164,6475.317901619117,2348.009700811769,6475.317901619117,2348.009700811769,2596.530614290164,2822.731923668164,6475.317901619117,2348.009700811769,2596.530614290164,2822.731923668164
122,IC4662,17.0,47.0,8.8,-64.0,38.0,30.0,0.07,26.94,0.17,0.17,302.0,11.1,0.3,0.3,111.0,0.27,18.7,0.48,0.05,0.05,99.9,99.9,99.9,99.9,99.9,99.9,180.0,x,u,99.9,99.9,99.9,99.9,,26.94,,,,,2443.4305526939715,,,,,,,,,,,,,,,,,2443430.5526939714,2.4434305526939712,341.1669450347193,,,,180000000.0,Literature,detected_mass,,,literature,,,,,,,,180000000.0,,,,,,,190,---,,,True,,,False,True,True,,4965.557600529062,2188.498384845912,2436.7351522184877,3021.548874666544,,,,4965.557600529062,2188.498384845912,2436.7351522184877,3021.548874666544,2436.7351522184877,3021.548874666544,4965.557600529062,2188.498384845912,4965.557600529062,2188.498384845912,2436.7351522184877,3021.548874666544,4965.557600529062,2188.498384845912,2436.7351522184877,3021.548874666544
123,DDO190,14.0,24.0,43.4,44.0,31.0,33.0,0.012,27.23,0.03,0.03,150.0,12.8,0.1,0.1,82.0,0.1,21.4,0.64,0.06,0.06,99.9,99.9,99.9,99.9,99.9,99.9,43.0,x,u,10.0,2.4,2.4,24.7,169)(170),27.23,,,,,2792.5438412373364,,,,,,,,,,,,,,,,,2792543.8412373364,2.7925438412373365,519.8830800354579,,,,43000000.0,Literature,detected_mass,,,literature,,,,,,,,43000000.0,,,,,,,51,---,,,True,,,False,True,True,,6998.916964918531,2514.070916810008,2792.069094136837,2914.9872402709557,,,,6998.916964918531,2514.070916810008,2792.069094136837,2914.9872402709557,2792.069094136837,2914.9872402709557,6998.916964918531,2514.070916810008,6998.916964918531,2514.070916810008,2792.069094136837,2914.9872402709557,6998.916964918531,2514.070916810008,2792.069094136837,2914.9872402709557
124,KKH86,13.0,54.0,33.5,4.0,14.0,35.0,0.027000000000000003,27.06,0.16,0.16,287.2,17.1,0.3,0.3,177.0,0.39,23.2,0.28,0.03,0.03,99.9,99.9,99.9,99.9,99.9,99.9,0.88,x,u,99.9,99.9,99.9,99.9,173),27.06,,,,,2582.260190634596,,,,,,,,,,,,,,,,,2582260.1906345957,2.582260190634596,210.321533961948,,,,880000.0,Literature,detected_mass,,,literature,,,,,,,,880000.0,,,,,,,0.82,---,,,True,,,False,True,True,,5290.3996376073555,2331.759225887673,2578.7804334180905,3153.938286709089,,,,5290.3996376073555,2331.759225887673,2578.7804334180905,3153.938286709089,2578.7804334180905,3153.938286709089,5290.3996376073555,2331.759225887673,5290.3996376073555,2331.759225887673,2578.7804334180905,3153.938286709089,5290.3996376073555,2331.759225887673,2578.7804334180905,3153.938286709089
125,NGC4163,12.0,12.0,9.1,36.0,10.0,9.0,0.02,27.28,0.03,0.03,165.0,13.2,0.3,0.3,11.0,0.3,21.1,0.45,0.05,0.05,99.9,99.9,99.9,99.9,99.9,99.9,7.9,x,u,7.4,99.9,99.9,8.7,174),27.28,,,,,2857.5905433749494,,,,,,,,,,,,,,,,,2857590.5433749496,2.8575905433749496,374.05737605082606,,,,7900000.0,Literature,detected_mass,,,literature,,,,,,,,7900000.0,,,,,,,37,---,,,True,,,False,True,True,,7073.726317553436,2618.478585952276,2859.258007040619,3117.2050371537725,,,,7073.726317553436,2618.478585952276,2859.258007040619,3117.2050371537725,2859.258007040619,3117.2050371537725,7073.726317553436,2618.478585952276,7073.726317553436,2618.478585952276,2859.258007040619,3117.2050371537725,7073.726317553436,2618.478585952276,2859.258007040619,3117.2050371537725
126,DDO113,12.0,14.0,57.9,36.0,13.0,8.0,0.02,27.35,0.06,0.06,284.0,16.4,0.3,0.3,999.9,0.0,24.0,0.7,0.07,0.07,99.9,99.9,99.9,99.9,99.9,99.9,48.0,x,u,99.9,99.9,99.9,99.9,,27.35,(should be 2 based on what is written for time),,,,2951.20922666639,,,,,,,,,,,,,,,,,2951209.22666639,2.95120922666639,600.9298112621549,,,,48000000.0,Literature,detected_mass,,,literature,,,,,,,,48000000.0,,,,,,,2.1,---,,,True,,,False,True,True,,7302.5789728766995,2711.9792876407,2952.8096783908372,3208.143197120678,,,,7302.5789728766995,2711.9792876407,2952.8096783908372,3208.143197120678,2952.8096783908372,3208.143197120678,7302.5789728766995,2711.9792876407,7302.5789728766995,2711.9792876407,2952.8096783908372,3208.143197120678,7302.5789728766995,2711.9792876407,2952.8096783908372,3208.143197120678
127,Antlia2,9.0,35.0,32.8,-36.0,46.0,2.28,,20.6,0.11,,290.7,,,,156.0,0.38,31.9,1.27,,9.99,5.71,99.9,99.9,99.9,99.9,99.9,99.9,99.9,x,,99.9,99.9,99.9,99.9,,,,,-9.03,131.82567385564076,55000000.0,880000.0,,,1.08,,,,,,,,,,,,131825.67385564075,0.13182567385564076,48.70005259156825,,,,110.73266880791027,HI4PI,upper_limit,0.0009,1.0,hi4pi_resolved_undetected,,,,,110.73266880791027,,,,,,,0.0009,,,,,,,True,,,True,True,True,,614.7336111713307,-107.94502545971477,132.92536522288617,888.0829745022903,,,,614.7336111713307,-107.94502545971477,132.92536522288617,888.0829745022903,132.92536522288617,888.0829745022903,614.7336111713307,-107.94502545971477,614.7336111713307,-107.94502545971477,132.92536522288617,888.0829745022903,614.7336111713307,-107.94502545971477,132.92536522288617,888.0829745022903
128,CetusIII,2.0,5.0,19.4,-4.0,16.0,12.0,,22.0,0.2,0.1,,,,,,,,1.23,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2018PASJ...70S..18H,31.3292,-4.27,-2.45,251.18864315095823,,,,,,,,,,,,,,,,,251188.64315095823,0.25118864315095824,89.87332734366333,,,,8442.966417958378,HI4PI,upper_limit,0.0189,,hi4pi_no_velocity,,,,,,,8442.966417958378,,,,,,,0.0189,,,,,False,,,True,True,False,,564.915623735692,-92.76296287649679,255.0947700468695,641.9147549671459,,,,564.915623735692,-92.76296287649679,255.0947700468695,641.9147549671459,255.0947700468695,641.9147549671459,564.915623735692,-92.76296287649679,564.915623735692,-92.76296287649679,255.0947700468695,641.9147549671459,564.915623735692,-92.76296287649679,255.0947700468695,641.9147549671459
129,DESJ0225+0304,2.0,25.0,42.4,3.0,4.0,10.0,,16.88,0.06,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2017MNRAS.468...97L,36.425,3.0694,,23.768402866248756,,,,,,,,,,,,,,,,,23768.402866248758,0.023768402866248758,,,,,70.83813016256323,GALFA-HI,upper_limit,0.0967,,galfa_no_velocity,,,,,,70.83813016256323,,,,,,,0.0967,,,,,,False,,,False,False,False,,456.44760554346703,-218.791871969108,29.289693758673295,762.2746981718607,,,,456.44760554346703,-218.791871969108,29.289693758673295,762.2746981718607,29.289693758673295,762.2746981718607,456.44760554346703,-218.791871969108,456.44760554346703,-218.791871969108,29.289693758673295,762.2746981718607,456.44760554346703,-218.791871969108,29.289693758673295,762.2746981718607
130,PictorII,6.0,44.0,43.2,-59.0,53.0,49.0,0.107,18.3,0.12,0.15,,,,,,,,3.6,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2016ApJ...833L...5D,101.1792,-59.8969,-3.2,45.708818961487516,,,,,,,,,,,,,,,,,45708.818961487515,0.04570881896148751,47.86611832197078,,,,285.48978050441946,HI4PI,upper_limit,0.0193,,hi4pi_no_velocity,,,,,,,285.48978050441946,,,,,,,0.0193,,,,,False,,,True,True,False,,506.8253924252621,-183.415071130222,46.714683450938004,805.6390894699423,,,,506.8253924252621,-183.415071130222,46.714683450938004,805.6390894699423,46.714683450938004,805.6390894699423,506.8253924252621,-183.415071130222,506.8253924252621,-183.415071130222,46.714683450938004,805.6390894699423,506.8253924252621,-183.415071130222,46.714683450938004,805.6390894699423
131,VirgoI,12.0,0.0,9.6,0.0,40.0,48.0,,19.7,0.3,0.2,,,,,,,,1.5,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2016ApJ...832...21H,180.0417,-0.68,-0.8,87.09635899560806,,,,,,,,,,,,,,,,,87096.35899560805,0.08709635899560805,38.0029200766234,,,,811.5112849350663,GALFA-HI,upper_limit,0.0825,,galfa_no_velocity,,,,,,811.5112849350663,,,,,,,0.0825,,,,,,False,,,True,True,False,,557.128311651122,-147.39390120512618,87.07108652085384,844.7454144052754,,,,557.128311651122,-147.39390120512618,87.07108652085384,844.7454144052754,87.07108652085384,844.7454144052754,557.128311651122,-147.39390120512618,557.128311651122,-147.39390120512618,87.07108652085384,844.7454144052754,557.128311651122,-147.39390120512618,87.07108652085384,844.7454144052754
132,HydrusI,2.0,29.0,33.3,-79.0,18.0,32.0,,17.2,0.04,0.04,80.4,,,,,,,,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2018MNRAS.479.5343K,-0.68,-79.3089,,27.542287033381662,,,,,,,26.0,1029.0,0.95,10.0,lower_limit,,,,,,27542.28703338166,0.02754228703338166,,,,,124.06384524087288,HI4PI,upper_limit,0.0231,,hi4pi_unresolved_undetected,,,,124.06384524087288,,,,,,,0.0231,,,,,,,,False,,,False,False,True,,488.33728378812174,-204.25862480419164,25.74174342178941,793.5386426485702,,,,488.33728378812174,-204.25862480419164,25.74174342178941,793.5386426485702,25.74174342178941,793.5386426485702,488.33728378812174,-204.25862480419164,488.33728378812174,-204.25862480419164,25.74174342178941,793.5386426485702,488.33728378812174,-204.25862480419164,25.74174342178941,793.5386426485702
133,CarinaII,,,,,,,,17.79,0.05,0.05,477.2,,,,,,,,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2018MNRAS.475.5085T,114.1066,-57.9991,,36.14098626396131,,,,,,,26.0,118,0.64,10.0,lower_limit,29.0,>500,0.97,,,36140.98626396131,0.03614098626396131,,,,,220.09501933376762,HI4PI,upper_limit,0.0238,,hi4pi_unresolved_undetected,,,,220.09501933376762,,,,,,,0.0238,,,,,,,,False,,,False,False,True,,500.1286941608041,-193.0286086697853,37.29636396375805,802.7646793755071,,,,500.1286941608041,-193.0286086697853,37.29636396375805,802.7646793755071,37.29636396375805,802.7646793755071,500.1286941608041,-193.0286086697853,500.1286941608041,-193.0286086697853,37.29636396375805,802.7646793755071,500.1286941608041,-193.0286086697853,37.29636396375805,802.7646793755071
134,CarinaIII,,,,,,,,17.22,0.1,0.1,284.6,,,,,,,,,,,,,,,,,,,,,,,,,http://adsabs.harvard.edu/abs/2018MNRAS.475.5085T,114.6298,-57.8997,,27.797132677592884,,,,,,,28.0,106,0.58,10.0,lower_limit,29.0,4445,0.987,,,27797.132677592883,0.027797132677592883,,,,,101.20570303583507,HI4PI,upper_limit,0.0185,,hi4pi_unresolved_undetected,,,,101.20570303583507,,,,,,,0.0185,,,,,,,,False,,,False,False,True,,492.6475829861689,-200.94364301214446,29.180643906194838,797.3071608471084,,,,492.6475829861689,-200.94364301214446,29.180643906194838,797.3071608471084,29.180643906194838,797.3071608471084,492.6475829861689,-200.94364301214446,492.6475829861689,-200.94364301214446,29.180643906194838,797.3071608471084,492.6475829861689,-200.94364301214446,29.180643906194838,797.3071608471084
